Orthogroup	A_arenosa	A_thaliana
OG0001850	jg18805	AT2G36680.1
OG0001851	jg18852	AT2G37060.1
OG0001852	jg15359	AT3G54190.1
OG0001852	jg19046	AT2G38630.1
OG0001853	jg15440	AT3G55020.1
OG0001853	jg19126	AT2G39280.2
OG0001854	jg19168	AT2G39480.1
OG0001854	jg15469	AT3G55320.1
OG0001856	jg19406	AT2G41260.2
OG0001856	jg19408	AT2G41280.1
OG0001857	jg19413	AT2G41340.1
OG0001857	jg15675	AT3G57080.1
OG0001858	jg19569	AT2G42530.1
OG0001858	jg19570	AT2G42540.2
OG0001859	jg15893	AT3G58660.1
OG0001859	jg19580	AT2G42650.1
OG0001860	jg19708	AT2G43670.1
OG0001861	jg19729	AT2G43810.1
OG0001861	jg16027	AT3G59810.1
OG0001862	jg19994	AT2G45950.2
OG0001862	jg16197	AT3G61415.1
OG0001863	jg20043	AT2G46420.1
OG0001863	jg16232	AT3G61700.2
OG0001864	jg16379	AT3G63080.1
OG0001864	jg20229	AT2G48150.1
OG0001865	jg12901	AT2G01090.1
OG0001866	jg13008	AT2G01970.1
OG0001868	jg13051	AT2G02390.3
OG0001868	jg13050	AT2G02380.1
OG0001869	jg12721	AT5G41000.1
OG0001869	jg13403	AT3G27020.1
OG0001870	jg13424	AT3G27190.1
OG0001870	jg12707	AT5G40870.1
OG0001871	jg22834	AT5G59240.1
OG0001872	jg5922	AT5G20570.2
OG0001872	jg13982	AT3G42830.1
OG0001873	jg6130	AT5G22950.1
OG0001873	jg14251	AT3G45000.1
OG0001874	jg14358, jg4634	AT5G07940.1
OG0001875	jg14504	AT3G47060.1
OG0001875	jg22804	AT5G58870.1
OG0001876	jg14511	AT3G47160.2
OG0001876	jg22795	AT5G58787.1
OG0001877	jg23194	AT5G62410.1
OG0001877	jg14534	AT3G47460.2
OG0001878	jg14594	AT3G47910.2
OG0001878	jg14593	AT3G47890.1
OG0001879	jg14698	AT3G48730.1
OG0001879	jg23330	AT5G63570.1
OG0001880	jg23684	AT5G67020.1
OG0001880	jg14897	AT3G50340.1
OG0001881	jg14918	AT3G50500.2
OG0001881	jg23700	AT5G66880.1
OG0001882	jg14974, jg14972	AT3G50930.1
OG0001883	jg23753	AT5G66410.1
OG0001883	jg14977	AT3G50960.1
OG0001884	jg20913	AT3G52680.1
OG0001884	jg15189	AT4G00160.1
OG0001885	jg9281	AT4G31180.1
OG0001886	jg15410	AT3G54760.1
OG0001887	jg15450	AT3G55120.1
OG0001888	jg15682	AT3G57020.1
OG0001889	jg15801	AT3G57785.1
OG0001890	jg4027	AT5G02940.2
OG0001890	jg20838	AT5G43745.1
OG0001891	jg4153	AT5G04047.1
OG0001891	jg7445, jg7444	AT4G10895.1
OG0001892	jg4498	AT5G06770.1
OG0001893	jg4534	AT5G07070.1
OG0001894	jg4569	AT5G07320.1
OG0001894	jg23128	AT5G61810.1
OG0001895	jg4768	AT5G09520.1
OG0001896	jg4863	AT5G10340.1
OG0001897	jg4922	AT5G10930.1
OG0001897	jg6384	AT5G25110.1
OG0001898	jg6473	AT5G25880.1
OG0001898	jg4999	AT5G11670.1
OG0001899	jg5035	AT5G11950.1
OG0001899	jg6513	AT5G26140.2
OG0001900	jg11516	AT4G13410.1
OG0001900	jg5442	AT5G16190.4
OG0001901	jg5535	AT5G17050.1
OG0001901	jg5532	AT5G17030.1
OG0001901	jg5533	AT5G17040.1
OG0001902	jg5657	AT5G18160.1
OG0001903	jg5968	AT5G21030.2
OG0001903	jg5980	AT5G21150.1
OG0001904	jg6058	AT5G22480.1
OG0001905	jg8178	AT4G00620.1
OG0001905	jg7178, jg8180	AT4G00600.1
OG0001906	jg7289	AT3G42153.1, AT4G09740.1
OG0001906	jg10141	AT4G23560.1
OG0001907	jg10247	AT4G22810.1
OG0001907	jg7606	AT4G12050.1
OG0001908	jg7655, jg7654	AT4G12520.1, AT4G12510.1
OG0001909	jg7665	AT4G12590.1
OG0001910	jg7729	AT4G04750.3
OG0001910	jg7730	AT4G04760.1
OG0001911	jg7746	AT4G04910.1
OG0001912	jg8321	AT4G38570.1
OG0001914	jg8778, jg8775	AT4G24420.1
OG0001915	jg8953	AT4G34135.1
OG0001915	jg8954	AT4G34131.1
OG0001916	jg9190	AT4G32090.1
OG0001917	jg9918	AT4G25480.1
OG0001917	jg9917	AT4G25490.1
OG0001917	jg9919	AT4G25470.1
OG0001918	jg10473	AT4G21010.1
OG0001918	jg10536	AT4G20330.1
OG0001919	jg21641	AT5G49910.1
OG0001919	jg10051	AT4G24280.1
OG0001920	jg10095	AT4G23920.1
OG0001921	jg21792	AT5G51310.1
OG0001921	jg10171	AT4G23340.1
OG0001922	jg10181	AT4G23260.1
OG0001923	jg10329	AT4G22115.1
OG0001924	jg10803	AT4G18050.2
OG0001924	jg20406	AT5G46540.1
OG0001925	jg10809	AT4G17990.2
OG0001926	jg20298	AT5G47450.1
OG0001926	jg10886	AT4G17340.1
OG0001927	jg20467	AT5G46050.1
OG0001927	jg20468	AT5G46040.1
OG0001928	jg20948	AT5G43064.1
OG0001928	jg20946	AT5G43068.1
OG0001929	jg21787	AT5G51270.1
OG0001930	jg22926, jg22925	AT5G59870.1
OG0001931	jg23496	AT5G64890.1
OG0001931	jg23497	AT5G64900.1
OG0001940	jg8009	AT4G02130.1
OG0001940	jg28582	AT1G02720.1
OG0001941	jg7859	AT4G02770.1
OG0001941	jg28629	AT1G03130.1
OG0001942	jg7879	AT4G02930.1
OG0001943	jg28712	AT1G03930.1
OG0001943	jg20785	AT5G44100.1
OG0001944	jg18417	AT2G33240.1
OG0001944	jg28780	AT1G04600.1
OG0001945	jg28850	AT1G05160.1
OG0001945	jg18315	AT2G32440.1
OG0001946	jg18267	AT2G31985.1
OG0001946	jg28888	AT1G05510.1
OG0001947	jg18263	AT2G31960.1
OG0001947	jg28895	AT1G05570.1
OG0001948	jg29023	AT1G06750.2
OG0001948	jg18108	AT2G30630.2
OG0001949	jg29097	AT1G07440.1
OG0001950	jg29104	AT1G07490.1
OG0001951	jg29115, jg21101	AT1G07630.1
OG0001951	jg17867	AT2G28890.1
OG0001952	jg1535	AT1G54560.1
OG0001952	jg29235	AT1G08730.1
OG0001953	jg29268	AT1G09100.1
OG0001953	jg24462	AT3G05530.1
OG0001954	jg29976	AT1G14900.1
OG0001955	jg30034	AT1G15460.1
OG0001955	jg3132	AT1G74810.1
OG0001956	jg30049	AT1G15620.1
OG0001956	jg30048	AT1G15610.1, AT1G15630.1
OG0001957	jg30078	AT1G15870.1
OG0001957	jg3689	AT1G80720.2
OG0001958	jg2967	AT1G73250.1
OG0001958	jg30313	AT1G17890.1
OG0001959	jg30580	AT1G20440.1
OG0001959	jg30581	AT1G20450.1
OG0001960	jg30956	AT1G23870.1
OG0001960	jg2639	AT1G70290.1
OG0001961	jg2624	AT1G70140.1
OG0001962	jg31237	AT1G24405.1
OG0001963	jg31325	AT1G28060.1
OG0001963	jg15555	AT3G55930.1
OG0001964	jg32878	AT1G48030.1
OG0001964	jg25819	AT3G17240.1
OG0001965	jg32924	AT1G48430.1
OG0001965	jg25887	AT3G17770.1
OG0001966	jg32939	AT1G48590.2
OG0001966	jg25917	AT3G17980.1
OG0001967	jg26053	AT3G19170.1
OG0001967	jg33084	AT1G49630.1
OG0001968	jg33116	AT1G49890.1
OG0001968	jg26102	AT3G19570.2
OG0001969	jg33313	AT1G51540.1
OG0001970	jg12788	AT5G41650.1
OG0001970	jg425	AT1G64185.1
OG0001971	jg26544	AT1G60740.1
OG0001971	jg914	AT1G65970.1
OG0001973	jg1128, jg1130	AT5G28160.1, AT5G28180.1
OG0001974	jg1176	AT1G58260.1
OG0001976	jg8700	AT4G36350.1
OG0001976	jg1421	AT1G56360.1
OG0001977	jg1502	AT1G54830.1
OG0001978	jg1537	AT1G54550.1
OG0001978	jg14804, jg14802, jg17824	AT3G49520.1
OG0001978	jg14799	AT3G49510.1
OG0001979	jg1807	AT3G31402.1
OG0001980	jg2097	AT1G66400.1
OG0001980	jg12244	AT5G37770.1
OG0001981	jg2171, jg19687	AT2G43510.1
OG0001981	jg19689	AT2G43535.1
OG0001982	jg2205	AT4G11700.1
OG0001983	jg3139	AT1G74875.1
OG0001983	jg2299	AT1G67623.1
OG0001984	jg2480	AT1G68980.1
OG0001984	jg2508	AT1G69290.1
OG0001985	jg2537	AT1G69523.1
OG0001986	jg2863	AT1G72290.1
OG0001987	jg3012	AT1G73700.1
OG0001988	jg3340	AT1G76780.2
OG0001989	jg3666	AT1G80930.1
OG0001990	jg23955	AT3G01430.1
OG0001990	jg5310	AT5G14895.1
OG0001991	jg22783	AT5G58680.1
OG0001991	jg23958	AT3G01400.1
OG0001992	jg24168	AT3G03340.2
OG0001992	jg5577	AT5G17440.1
OG0001993	jg24381	AT3G04930.1
OG0001993	jg6726	AT5G28040.1
OG0001994	jg6697	AT5G27210.1
OG0001994	jg24394	AT3G05010.1
OG0001995	jg3862	AT5G01530.1
OG0001995	jg24808	AT3G08940.2
OG0001996	jg24960	AT3G10250.1
OG0001996	jg4157	AT5G04090.6
OG0001997	jg4163	AT5G04160.1
OG0001997	jg24962	AT3G10290.1
OG0001998	jg24998, jg27436	AT3G10580.1
OG0001998	jg7251	AT4G09450.1
OG0001999	jg25566	AT3G15356.1
OG0001999	jg25708	AT3G16530.1
OG0002000	jg27753	AT2G16640.1
OG0002000	jg25731	AT3G16620.1
OG0002001	jg25734	AT3G16650.1
OG0002001	jg11095	AT4G15900.1
OG0002002	jg11025	AT4G16265.2
OG0002002	jg25776	AT3G16980.1
OG0002003	jg25921	AT3G18030.1
OG0002004	jg26457	AT3G22310.1
OG0002004	jg26460	AT3G22330.1
OG0002005	jg11248	AT4G14910.2
OG0002005	jg26473	AT3G22425.2
OG0002006	jg26604	AT3G23560.1
OG0002006	jg26603	AT3G23550.1
OG0002007	jg26680	AT3G24140.1
OG0002008	jg26624	AT3G23660.2
OG0002008	jg11370	AT4G14160.1
OG0002009	jg26669	AT3G24230.1
OG0002009	jg11441	AT4G13710.1
OG0002010	jg26733	AT3G24300.1
OG0002010	jg26732	AT3G24290.1
OG0002012	jg8029	AT4G02050.1
OG0002013	jg27502	AT2G14720.1
OG0002013	jg27504	AT2G14740.1
OG0002014	jg8927	AT4G34290.1
OG0002014	jg27530	AT2G14880.1
OG0002015	jg20598	AT5G45150.1
OG0002016	jg8908	AT4G34450.1
OG0002017	jg27693	AT2G16370.1
OG0002017	jg8895	AT4G34570.1
OG0002018	jg8851	AT4G35050.1
OG0002018	jg27774	AT2G16780.1
OG0002019	jg27894	AT2G17630.1
OG0002019	jg8785	AT4G35630.1
OG0002020	jg28052	AT2G18730.1
OG0002020	jg9378	AT4G30340.1
OG0002021	jg28167	AT2G19720.1
OG0002021	jg9492	AT4G29430.1
OG0002022	jg28237	AT2G20260.1
OG0002022	jg9556	AT4G28750.1
OG0002023	jg28324	AT2G20900.1
OG0002023	jg9623	AT4G28130.1
OG0002024	jg16523	AT2G21190.1
OG0002024	jg8346	AT4G38790.1
OG0002025	jg8522	AT4G38080.1
OG0002025	jg16678	AT2G22510.1
OG0002026	jg8568	AT4G37670.2
OG0002027	jg16971, jg16970	AT2G24680.6
OG0002028	jg14285	AT3G45220.1
OG0002028	jg17077, jg17073	AT2G25240.1
OG0002028	jg17346	AT2G26390.1
OG0002029	jg17090	AT2G25300.1
OG0002029	jg9187	AT4G32120.1
OG0002030	jg17229	AT2G25940.1
OG0002030	jg9093	AT4G32940.1
OG0002031	jg18328	AT2G32560.1
OG0002031	jg17520	AT2G26850.1
OG0002032	jg17733	AT2G27960.1
OG0002032	jg17735	AT2G27970.1
OG0002033	jg18525	AT2G34240.1
OG0002033	jg18524	AT2G34230.1
OG0002033	jg18523	AT2G34220.2
OG0002034	jg15199	AT3G52750.1
OG0002034	jg18756	AT2G36250.1
OG0002036	jg15364	AT3G54250.1
OG0002036	jg19054	AT2G38700.1
OG0002037	jg15447	AT3G55090.1
OG0002037	jg19118	AT2G39350.1
OG0002038	jg19238	AT2G40020.4
OG0002039	jg15609	AT3G56380.2
OG0002039	jg19333	AT2G40670.2
OG0002040	jg19347	AT2G40800.1
OG0002040	jg15614	AT3G56430.1
OG0002041	jg19391	AT2G41150.2
OG0002041	jg15716, jg15644	AT3G56750.1
OG0002042	jg20137	AT2G47250.1
OG0002042	jg16301	AT3G62310.1
OG0002043	jg20184	AT2G47690.1
OG0002043	jg16345	AT3G62790.1
OG0002044	jg13163	AT2G03600.4
OG0002044	jg13162	AT2G03590.1
OG0002045	jg13240	AT3G25770.1
OG0002045	jg13238	AT3G25760.1
OG0002046	jg13278	AT3G26010.1
OG0002047	jg13407	AT2G01790.1, AT3G27040.1
OG0002048	jg16058	AT3G60040.3
OG0002048	jg16059	AT1G06630.1
OG0002049	jg5974	AT5G21090.1
OG0002049	jg14053	AT3G43740.2
OG0002050	jg22910	AT5G59740.1
OG0002050	jg14398	AT3G46180.1
OG0002051	jg14612	AT3G48040.1
OG0002051	jg23244	AT5G62880.1
OG0002052	jg14677	AT3G48590.1
OG0002052	jg23318	AT5G63470.1
OG0002053	jg6332	AT5G24650.1
OG0002053	jg14810	AT3G49560.1
OG0002054	jg4709	AT5G08535.1
OG0002054	jg15145	AT3G52350.1
OG0002055	jg4255	AT5G05040.1, AT5G05060.1
OG0002056	jg16133	AT3G60750.1
OG0002057	jg16136	AT3G60790.1
OG0002058	jg4217	AT5G04700.1
OG0002059	jg23112	AT5G61640.2
OG0002059	jg4589	AT5G07470.1
OG0002060	jg23091	AT5G61460.1
OG0002060	jg4609	AT5G07660.1
OG0002061	jg23343	AT5G63670.1
OG0002061	jg4713	AT5G08565.1
OG0002062	jg5500	AT5G16700.1
OG0002063	jg5763	AT5G19110.2
OG0002064	jg7170	AT4G08770.1
OG0002064	jg7175, jg7173	AT4G08780.1
OG0002065	jg7465	AT3G60940.1, AT3G61028.2
OG0002066	jg7620	AT4G12110.1
OG0002066	jg10252	AT4G22756.1
OG0002067	jg7804	AT4G05400.1
OG0002067	jg10454	AT4G21140.1
OG0002068	jg7806	AT4G05420.1
OG0002068	jg10460	AT4G21100.1
OG0002069	jg8036	AT4G01985.1
OG0002070	jg8701	AT4G36290.1
OG0002070	jg8702	AT4G36280.1
OG0002070	jg8703	AT4G36270.1
OG0002071	jg8774	AT4G35690.1
OG0002071	jg8772	AT4G35710.1
OG0002072	jg8841, jg8843, jg8844	AT4G35120.1
OG0002073	jg9675	AT4G27680.1
OG0002074	jg22207	AT5G54190.1
OG0002074	jg9706	AT4G27440.1
OG0002075	jg22305	AT5G54810.1
OG0002075	jg9743	AT4G27070.1
OG0002076	jg22352	AT5G55260.2
OG0002076	jg9777	AT4G26720.1
OG0002077	jg22370	AT5G55400.1
OG0002077	jg9779	AT4G26700.1
OG0002078	jg9898	AT4G25690.1
OG0002078	jg9900	AT4G25670.1
OG0002079	jg10044	AT4G24340.1
OG0002079	jg10043	AT4G24350.1
OG0002080	jg10364	AT4G21895.1
OG0002081	jg10686	AT4G19006.2
OG0002081	jg20523	AT5G45620.1
OG0002082	jg10888	AT4G17310.1
OG0002082	jg20294	AT5G47455.4
OG0002083	jg11076	AT4G16015.1
OG0002083	jg11393, jg11396	AT4G13992.1
OG0002084	jg11326	AT4G14430.1
OG0002084	jg11325	AT4G14440.1
OG0002085	jg12119	AT5G37060.1
OG0002085	jg22758	AT5G58460.1
OG0002086	jg12420	AT5G38780.1
OG0002087	jg12546	AT5G39730.1
OG0002087	jg12545	AT5G39720.1
OG0002088	jg20580	AT5G45230.1
OG0002089	jg21799, jg21797	AT5G51370.2
OG0002089	jg21808	AT5G51380.1
OG0002090	jg21976	AT5G52730.1
OG0002090	jg21972	AT5G52670.1
OG0002091	jg22709	AT5G58050.1
OG0002091	jg22722	AT5G58170.1
OG0002092	jg22971	AT5G60270.1
OG0002093	jg23122	AT5G61740.1
OG0002093	jg23118	AT5G61700.1
OG0002095	jg23698	AT5G66900.2
OG0002095	jg23697	AT5G66910.1
OG0002110	jg28460	AT1G01600.1
OG0002110	jg8206	AT4G00360.1
OG0002111	jg21363, jg28512	AT1G01150.1
OG0002111	jg4121	AT5G03780.1
OG0002112	jg28588	AT1G02790.1
OG0002113	jg28621	AT1G03060.1
OG0002113	jg7945	AT4G02660.2
OG0002114	jg28715	AT1G03960.1
OG0002114	jg20786	AT5G44090.2
OG0002115	jg28734	AT1G04160.1
OG0002115	jg20809	AT5G43900.3
OG0002116	jg28793	AT1G50920.1
OG0002116	jg29413	AT1G10300.1
OG0002117	jg28851	AT1G05170.2
OG0002117	jg18314	AT2G32430.1
OG0002118	jg28896	AT1G05575.1
OG0002118	jg18260	AT2G31945.1
OG0002119	jg16969	AT2G24670.1
OG0002120	jg28906	AT1G05650.1
OG0002120	jg28907	AT1G05660.1
OG0002121	jg28912	AT1G05675.1
OG0002121	jg28913	AT1G05680.1
OG0002122	jg28929	AT1G05810.2
OG0002122	jg18229	AT2G31680.1
OG0002123	jg28987	AT1G06360.2
OG0002124	jg29038	AT1G06890.1
OG0002125	jg17680	AT2G27600.1
OG0002127	jg29371	AT1G09940.1
OG0002127	jg18184	AT2G31250.1
OG0002128	jg29440	AT1G10490.1
OG0002128	jg15813	AT3G57940.1
OG0002129	jg29455	AT1G10586.1
OG0002129	jg29454	AT1G10585.1
OG0002130	jg28308	AT2G20805.1
OG0002130	jg29587	AT1G11510.1
OG0002131	jg29775	AT1G13140.1
OG0002131	jg29776	AT1G13150.1
OG0002132	jg29922	AT1G14450.2
OG0002133	jg29978	AT1G14920.1
OG0002133	jg12956	AT2G01570.1
OG0002134	jg3638	AT1G79500.1
OG0002134	jg30120	AT1G16340.4
OG0002135	jg2980	AT1G73390.1
OG0002135	jg30320	AT1G17940.1
OG0002136	jg30357	AT1G18350.1
OG0002136	jg2989	AT1G73500.1
OG0002137	jg30407	AT1G18800.1
OG0002137	jg3109	AT1G74560.3
OG0002138	jg17012, jg30458	AT1G19320.1
OG0002139	jg3286	AT1G76260.1
OG0002139	jg30594	AT1G20540.1
OG0002140	jg32162	AT1G34760.1
OG0002140	jg30793	AT1G22300.1, AT1G22290.2
OG0002141	jg2851	AT1G72175.1
OG0002142	jg17689	AT2G27670.1
OG0002143	jg31004, jg31009	AT1G27240.1
OG0002143	jg30996	AT1G24210.1
OG0002144	jg31168	AT1G25450.1
OG0002144	jg2419	AT1G68530.1
OG0002145	jg19423, jg19422	AT2G41400.1, AT2G41390.1
OG0002145	jg31190	AT5G05020.1
OG0002146	jg9651	AT4G27890.1
OG0002147	jg18562	AT2G34590.1
OG0002147	jg31554	AT1G30120.1
OG0002148	jg18601	AT2G34840.1
OG0002148	jg31621	AT1G30630.1
OG0002149	jg31631	AT1G30730.1
OG0002149	jg31630	AT1G30720.1
OG0002150	jg2806	AT1G71830.1
OG0002150	jg32099	AT1G34210.1
OG0002151	jg32180	AT1G35230.1
OG0002151	jg7221	AT4G09030.1
OG0002152	jg32276	AT1G36160.1, AT1G36180.1
OG0002153	jg7059	AT4G08310.1
OG0002153	jg32643	AT1G44780.1
OG0002154	jg32695	AT1G45170.1
OG0002154	jg20972	AT5G42960.1
OG0002155	jg33054	AT1G49400.1
OG0002155	jg26024	AT3G18880.1
OG0002157	jg25593	AT3G15480.1
OG0002157	jg33486	AT1G52910.1
OG0002158	jg33488	AT1G52930.1
OG0002158	jg25589, jg17500	AT3G15460.1
OG0002159	jg18224	AT2G31620.1
OG0002159	jg26407, jg26406, jg26405	AT3G21960.1
OG0002159	jg26404	AT3G21945.1
OG0002160	jg25546	AT3G15220.1
OG0002160	jg33520	AT1G53165.3
OG0002161	jg25414	AT3G14070.1
OG0002161	jg33643	AT1G54115.1
OG0002162	jg25410	AT3G14050.1
OG0002162	jg33645	AT1G54130.1
OG0002163	jg33654	AT1G54210.1
OG0002163	jg25402	AT3G13970.1
OG0002164	jg25394	AT3G13900.1
OG0002164	jg33660	AT1G54280.1
OG0002165	jg33696	AT1G55360.1
OG0002165	jg25334	AT3G13510.1
OG0002166	jg506	AT1G63640.3
OG0002166	jg12754	AT5G41310.1
OG0002167	jg13016	AT2G02020.1
OG0002167	jg716	AT1G62200.3
OG0002168	jg717	AT1G62190.1
OG0002168	jg9747	AT4G27030.1
OG0002169	jg893	AT1G60880.1
OG0002169	jg889	AT1G60920.1
OG0002170	jg20988	AT5G42930.1
OG0002174	jg1866	AT1G65290.1
OG0002175	jg9468	AT4G29630.1
OG0002175	jg9472	AT4G29600.1
OG0002175	jg9469	AT4G29620.1
OG0002175	jg7299	AT4G29610.1
OG0002176	jg8637	AT4G37120.1
OG0002176	jg1966	AT1G65660.1
OG0002177	jg12250	AT5G37800.1
OG0002177	jg2106	AT1G66470.1
OG0002178	jg2432	AT1G68600.1
OG0002178	jg27873	AT2G17470.2
OG0002179	jg22548	AT5G56680.1
OG0002179	jg2756	AT1G70980.1
OG0002180	jg19777	AT2G44270.1
OG0002181	jg3330	AT1G76680.2
OG0002181	jg3331, jg3332, jg9452, jg9450	AT1G76690.1
OG0002182	jg3565	AT1G78830.1
OG0002182	jg3564	AT1G78820.1
OG0002183	jg5220	AT5G14060.1
OG0002183	jg23888	AT3G02020.1
OG0002184	jg23936	AT3G01590.1
OG0002184	jg5272	AT5G14500.2
OG0002185	jg23943	AT3G01516.1
OG0002185	jg5292	AT5G14690.1
OG0002186	jg23977	AT3G01260.1
OG0002186	jg5339	AT5G15140.1
OG0002187	jg5386	AT5G15610.1
OG0002187	jg24025	AT3G02200.2
OG0002188	jg24051	AT3G02370.2
OG0002188	jg15748	AT3G57360.1
OG0002189	jg5430	AT5G16050.1
OG0002189	jg24070	AT3G02520.1
OG0002190	jg20567	AT4G03645.1
OG0002191	jg24505	AT3G05810.1
OG0002192	jg3870	AT5G01460.1
OG0002192	jg24807	AT3G08930.1
OG0002193	jg25988	AT3G18570.1
OG0002194	jg26560	AT3G23145.1
OG0002194	jg7376	AT4G10320.1
OG0002195	jg10749	AT4G18440.1
OG0002195	jg26569	AT1G36280.1
OG0002196	jg26582	AT3G23300.1
OG0002196	jg11341	AT4G14360.1
OG0002197	jg11378	AT4G14130.1
OG0002197	jg26636	AT3G23730.1
OG0002198	jg26746	AT3G24360.1
OG0002198	jg11526	AT4G13360.1
OG0002199	jg26763	AT3G24508.1
OG0002199	jg26766	AT3G24513.1
OG0002200	jg26880	AT3G25420.1
OG0002200	jg11651	AT4G12910.1
OG0002202	jg26949	AT2G04440.1
OG0002202	jg26948	AT2G04430.1
OG0002202	jg26950	AT2G04450.1
OG0002203	jg15224	AT3G52980.1
OG0002203	jg27033	AT2G05160.1
OG0002204	jg27089	AT2G05720.1
OG0002204	jg19436	AT2G41500.1
OG0002206	jg17210, jg21409, jg13570, jg17209, jg27269, jg21408, jg27268	AT1G37113.1
OG0002207	jg27928	AT2G17930.1
OG0002207	jg8726	AT4G36080.1
OG0002208	jg27972	AT2G18193.1
OG0002208	jg27971	AT2G18190.1
OG0002209	jg28037	AT2G18620.1
OG0002209	jg8656	AT4G36810.1
OG0002210	jg28053	AT2G18740.1
OG0002210	jg9379	AT4G30330.1
OG0002211	jg28181	AT2G19860.1
OG0002211	jg9521	AT4G29130.1
OG0002212	jg28290	AT2G20680.1
OG0002212	jg9604	AT4G28320.1
OG0002213	jg16591	AT2G21750.1
OG0002213	jg16590	AT2G21740.1
OG0002214	jg16716	AT2G22830.1
OG0002214	jg8558	AT4G37760.1
OG0002215	jg16774	AT2G23220.1
OG0002215	jg16770	AT2G23190.1
OG0002217	jg16869	AT2G24050.1
OG0002218	jg16966	AT2G24645.3, AT4G00260.1
OG0002219	jg17134	AT2G25540.1
OG0002219	jg9152	AT4G32410.1
OG0002220	jg17141	AT2G25600.1
OG0002220	jg9143	AT4G32500.1
OG0002221	jg17577	AT2G27100.1
OG0002222	jg18090	AT2G30490.1
OG0002223	jg18196	AT2G31350.1
OG0002224	jg18221	AT2G31580.1
OG0002225	jg12219, jg12221, jg18381	AT2G32980.1
OG0002226	jg18884	AT2G37360.1
OG0002226	jg15282	AT3G53510.1
OG0002227	jg19016	AT2G38390.1
OG0002227	jg19015	AT2G38380.1
OG0002228	jg19446	AT2G41620.1
OG0002228	jg15747	AT3G57350.1
OG0002229	jg19466	AT2G41770.1
OG0002229	jg15753	AT3G57420.1
OG0002230	jg19693	AT2G43570.1
OG0002231	jg16011	AT3G59640.1
OG0002231	jg19704	AT2G43630.1
OG0002232	jg19735	AT2G43880.1
OG0002233	jg19839	AT2G44790.1
OG0002234	jg16169	AT3G61180.1
OG0002235	jg16220	AT3G61640.1
OG0002235	jg20035	AT2G46330.1
OG0002236	jg20042	AT2G46410.1
OG0002237	jg20107	AT2G47000.1
OG0002237	jg16285	AT3G62150.1
OG0002238	jg12992	AT2G01890.1
OG0002239	jg13187	AT2G03850.1
OG0002239	jg13177	AT2G03740.1
OG0002240	jg13248	AT3G25820.1, AT3G25830.1
OG0002240	jg13245	AT3G25810.1
OG0002241	jg13351, jg13355	AT3G26660.1, AT3G26620.1
OG0002242	jg13808	AT3G29575.1
OG0002243	jg13821	AT3G29670.1
OG0002244	jg8991	AT4G33790.1
OG0002245	jg22979	AT5G60360.3
OG0002245	jg14299	AT3G45310.1
OG0002246	jg14362	AT3G45810.1
OG0002246	jg22940	AT5G60010.1
OG0002247	jg14428	AT3G46460.1
OG0002247	jg22862	AT5G59300.1
OG0002248	jg14684	AT3G48690.1
OG0002249	jg14759	AT3G49200.1
OG0002249	jg14760	AT3G49210.1
OG0002250	jg14834	AT3G49760.1
OG0002251	jg23628	AT5G67500.1
OG0002252	jg14857	AT3G49960.1
OG0002252	jg23639	AT5G67400.1
OG0002254	jg15076	AT3G51770.2
OG0002255	jg15437	AT3G55000.1
OG0002255	jg15438	AT3G55005.1
OG0002256	jg15460, jg15458	AT3G55220.1, AT3G55200.1
OG0002257	jg16062, jg15639, jg15638	AT3G56700.2
OG0002258	jg15856	AT3G58320.1
OG0002259	jg16036	AT3G59870.1
OG0002260	jg4092, jg4051	AT5G03220.1, AT5G03500.6
OG0002261	jg4330, jg4931	AT5G08695.1
OG0002261	jg10618	AT4G19610.1
OG0002262	jg4688	AT5G08391.1
OG0002263	jg4741	AT5G09260.1
OG0002263	jg23373	AT5G63880.2
OG0002264	jg4786	AT5G09740.1
OG0002264	jg23465	AT5G64610.1
OG0002265	jg4813	AT5G09930.1
OG0002265	jg23491	AT5G64840.1
OG0002266	jg23537	AT5G65260.1
OG0002266	jg4864	AT5G10350.1
OG0002267	jg22513, jg22512	AT5G56410.1
OG0002267	jg23259	AT5G62970.1
OG0002268	jg5173	AT5G13620.1
OG0002269	jg5204	AT5G13930.1
OG0002270	jg6254, jg6256	AT5G24040.1
OG0002271	jg6268	AT5G24160.1
OG0002272	jg6749, jg21986	AT1G20400.1
OG0002273	jg6869, jg6868	AT5G28850.2, AT5G28900.1
OG0002274	jg10156	AT4G23460.1
OG0002274	jg7505	AT4G11380.2
OG0002275	jg7580	AT4G11810.1
OG0002275	jg10226	AT4G22990.2
OG0002276	jg10303	AT4G22290.1
OG0002277	jg7709, jg7706, jg7708	AT4G04580.1
OG0002278	jg7814	AT4G05470.1, AT4G05475.1
OG0002279	jg8074	AT4G01630.1
OG0002280	jg8640	AT4G37150.1
OG0002281	jg8760	AT4G35785.2
OG0002282	jg8926	AT4G34300.1
OG0002282	jg8973	AT4G33930.1
OG0002283	jg8997	AT4G33720.1
OG0002284	jg9144	AT4G32490.1
OG0002284	jg9601	AT4G28365.1
OG0002286	jg9488	AT4G29470.1
OG0002286	jg9489	AT4G29460.1
OG0002287	jg22355	AT5G55300.2
OG0002288	jg22645	AT5G57440.1
OG0002288	jg9877	AT4G25840.1
OG0002289	jg9914	AT4G25520.1
